id,question,answer1,answer2,answer3,answer4,correctAnswer,explanation,signId,image,chapter,isFailingPoint,newExplanation,isHard,isSaved,questionStatus
529,"Theo hướng mũi tên, xe nào được phép đi?","Mô tô, xe con.","Xe con, xe tải.","Mô tô, xe tải.",Cả ba xe.,3,"Giang ngang tay: Trái phải đi; Trước sau dừng.
Xe mô tô và xe tải được phép đi là đáp án đúng.",,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15142.png,7,,"Giơ tay thẳng đứng: Tất cả dừng, trừ xe đã ở trong ngã tư được phép đi.  Giang ngang tay: Trái phải đi; Trước sau dừng.
Tay phải giơ trước: Sau, phải dừng, trước rẽ phải, trái đi các hướng, người đi bộ qua đường đi sau người điều khiển.
Xe mô tô và xe tải được phép đi là đáp án đúng.",,,
530,Xe con vượt xe tải như trường hợp này có đúng không?,Đúng.,Không đúng.,,,1,Xe con đi thẳng và xe tải rẽ trái không giao nhau nên được phép vượt trong trường hợp này.,,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15057.png,7,,Xe tải rẽ trái nên xe con được phép vượt phải trong trường hợp này.,,,
531,Xe nào vượt đúng quy tắc giao thông?,Xe tải.,Cả hai xe.,Xe con.,,3,"Theo hướng xe tải, vượt xe khách đè vạch liền nên vi phạm.
Theo hướng xe con, xe con vượt xe tải đè vạch đứt nên không vi phạm quy tắc giao thông là đáp án đúng.",V.1.4,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15037.png,7,,"Vạch 1.4 - dạng vạch đôi gồm 1 vạch nét liền và 1 vạch nét đứt. Xe trên làn đường tiếp giáp với vạch nét đứt được phép đè vạch; xe trên làn đường tiếp giáp với vạch nét liền không được đè vạch.
Trong tình huống này, xe tải vượt xe khách, đè vạch nét liền là sai quy tắc. Xe con vượt xe tải đè vạch nét đứt là đúng quy tắc.",,,
532,"Đi theo hướng mũi tên, xe nào vi phạm quy tắc giao thông?",Xe chữa cháy.,Xe tải.,Cả hai xe.,,2,"Biển cấm xe ngược chiều không có tác dụng với xe chữa cháy (xe ưu tiên) nên không vi phạm.
Trước mặt xe tải có biển cấm rẽ trái và quay đầu nên vi phạm là đáp án đúng.",P.102;P.124c,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15018.png,7,,"Xe cứu hoả là xe ưu tiên, được phép đi vào đường ngược chiều.
Xe tải quay đầu mặc dù có biển báo cấm quay đầu là sai quy tắc giao thông.",,,
533,Thứ tự các xe đi như thế nào là đúng quy tắc giao thông?,"Xe khách, xe tải, xe con.","Xe con và xe tải, xe khách.","Xe tải, xe khách, xe con.",,3,"Thứ tự ưu tiên: Xe ưu tiên - Đường ưu tiên - Bên phải trống - Rẽ phải - Đi thẳng - Rẽ trái,
1. Xe tải: Rẽ phải; 2. Xe khách: Đi thẳng; 3. Xe con: Rẽ trái.",W.205b;W.205d,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15286.png,7,,"Thứ tự ưu tiên: Xe vào giao lộ trước; Xe ưu tiên; Đường ưu tiên; đường cùng cấp theo thứ tự bên phải trống, rẽ phải, đi thẳng, rẽ  trái.
1. Xe tải: Rẽ phải.
2. Xe khách: Đi thẳng.
3. Xe con: Rẽ trái.",,,
534,Thứ tự các xe đi như thế nào là đúng quy tắc giao thông?,"Xe khách và xe tải, xe con.","Xe tải, xe khách, xe con.","Xe con, xe khách, xe tải.",,1,"Thứ tự ưu tiên: Xe ưu tiên - Đường ưu tiên - Bên phải trống - Rẽ phải - Đi thẳng - Rẽ trái,
1. Xe khách và xe tải cùng rẽ phải nên cùng nhau đi trước.
Hãy nhìn đáp án có chữ ""VÀ"".",W.205b;W.205d,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14949.png,7,,"Thứ tự ưu tiên: Xe vào giao lộ trước; Xe ưu tiên; Đường ưu tiên; đường cùng cấp theo thứ tự bên phải trống, rẽ phải, đi thẳng, rẽ trái.
1. Xe khách và xe tải cùng rẽ phải nên cùng nhau đi trước.
2. Xe con: Rẽ trái.",,,
535,Những hướng nào ô tô tải được phép đi?,Cả bốn hướng.,Chỉ hướng 1 và 2.,Trừ hướng 4.,,3,"Biển số P.102 ""Cấm đi ngược chiều"" ở hướng 4 nên hướng này không được phép đi.",P.102,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15000.png,7,,"Biển số P.102 ""Cấm đi ngược chiều"" ở hướng 4 nên hướng này không được phép đi. Các hướng còn lại được đi bình thường.
CHÚ Ý: Ở ngã 3 ngã 4 được phép quay đầu.",,,
536,"Theo hướng mũi tên, thứ tự các xe đi như thế nào là đúng?","Xe công an, xe con, xe tải, xe khách.","Xe con, xe khách và xe công an, xe tải.","Xe công an, xe con, xe khách, xe tải.","Xe con, xe tải, xe khách, xe công an.",1,"Thứ tự ưu tiên: Xe ưu tiên - Đường ưu tiên - Bên phải trống - Rẽ phải - Đi thẳng - Rẽ trái,
1. Xe công an: Xe ưu tiên.
2. Xe con: đường ưu tiên, bên phải trống.
3. Xe tải: Đường ưu tiên, bên phải vướng xe con nếu đi trước;
4. Xe khách: Đường không ưu tiên.",W.207a;W.208,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14876.png,7,,"Thứ tự ưu tiên: Xe vào giao lộ trước; Xe ưu tiên; Đường ưu tiên; đường cùng cấp theo thứ tự bên phải trống, rẽ phải, đi thẳng, rẽ trái.
1. Xe công an: Xe ưu tiên.
2. Xe con: Đường ưu tiên, đường phía tay bên phải trống (do xe công an đã đi rồi).
3. Xe tải: Đường ưu tiên, đường phía tay phải vướng xe khách. 
4. Xe khách: Đường không ưu tiên.",,,
537,Những hướng nào ô tô tải được phép đi?,Cả bốn hướng.,"Hướng 1, 2 và 3.",Hướng 1 và 4.,"Hướng 1, 3 và 4.",4,"Trước mặt xe tải là Biển số P.123a ""cấm rẽ trái"" không cấm quay đầu (hướng 3).
Hướng 4 là Biển số P.109 ""Cấm máy kéo"" không cấm xe tải.
Nên các hướng 1, 3 và 4 là câu trả lời đúng.",P.109;P.123a,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15019.png,7,,"Biển báo P.123a ""Cấm rẽ trái"" không cấm quay đầu (hướng 3).
Biển báo P.109 ""Cấm máy kéo"" không cấm xe tải.
Nên các hướng 1, 3 và 4 là câu trả lời đúng.
CHÚ Ý: Ở ngã 3 ngã 4 được phép quay đầu xe.",,,
538,"Trong hình dưới đây, xe nào chấp hành đúng quy tắc giao thông?","Chỉ xe khách, mô tô.",Tất cả các loại xe trên.,Không xe nào chấp hành đúng quy tắc giao thông.,,2,Xe khách chờ đèn đỏ rẽ trái. Xe tải đi thẳng và rẽ phải theo tín hiệu đèn xanh. Xe con đi thẳng và rẽ phải theo tín hiệu đèn xanh. Xe mô tô chờ đèn đỏ rẽ trái. Nên tất cả xe đều chấp hành.,,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14845.png,7,,"Xe khách đang dừng chờ đèn đỏ rẽ trái là đúng quy tắc.
Xe tải đi thẳng và rẽ phải theo tín hiệu đèn xanh là đúng quy tắc.
Xe con đi thẳng và rẽ phải theo tín hiệu đèn xanh là đúng quy tắc.
Xe mô tô chờ đèn đỏ rẽ trái là đúng quy tắc.
Nên tất cả xe đều chấp hành.",,,
539,"Theo hướng mũi tên, những hướng nào xe mô tô được phép đi?",Cả ba hướng.,Hướng 1 và 2.,Hướng 1 và 3,Hướng 2 và 3.,3,"Hướng 2 có Biển số P.104 ""Cấm mô tô"". Hướng 3 Biển số P.103a ""cấm ô tô"" nhưng không cấm mô tô. Nên đáp án đúng là hướng 1 và hướng 3.",P.103a;P.104,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14950.png,7,,"Hướng 1: Rẽ phải được đi bình thường. Hướng 2: có biển báo P.104 ""Cấm mô tô"" nên không được đi.
Hướng 3: biển báo P.103a ""Cấm ô tô"" nhưng không cấm mô tô.
Nên đáp án đúng là hướng 1 và hướng 3.",,,
540,"Trong trường hợp này, thứ tự xe đi như thế nào là đúng quy tắc giao thông?","Xe công an, xe quân sự, xe con + mô tô.","Xe quân sự, xe công an, xe con + mô tô.","Xe mô tô + xe con, xe quân sự, xe công an.",,2,"Thứ tự ưu tiên: Xe ưu tiên - Đường ưu tiên - Bên phải trống - Rẽ phải - Đi thẳng - Rẽ trái,
1. Xe quân sự: Xe ưu tiên cùng cấp xe công an nhưng đi thẳng;
2. Xe công an: Xe ưu tiên; rẽ trái;
3. Xe con và xe mô tô: Cùng đi thẳng.",I.401;S.506a;S.506b,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14951.png,7,,"Thứ tự ưu tiên: Xe vào giao lộ trước; Xe ưu tiên; Đường ưu tiên; đường cùng cấp theo thứ tự bên phải trống, rẽ phải, đi thẳng, rẽ trái.
Thứ tự xe ưu tiên: Hỏa; Quân; Công; Thương.
1. Xe quân sự: Xe ưu tiên và có độ ưu tiên cao hơn xe công an.
2. Xe công an: Xe ưu tiên.
3. Xe con và xe mô tô: Đi thẳng.",,,
541,Xe nào phải nhường đường là đúng quy tắc giao thông?,Xe A.,Xe B.,,,1,Xe xuống dốc A phải nhường đường cho xe đang lên dốc B.,W.220,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15020.png,7,,Xe xuống dốc A phải nhường đường cho xe đang lên dốc B.,,,
542,Xe con quay đầu đi ngược lại như hình vẽ dưới có vi phạm quy tắc giao thông không?,Không vi phạm.,Vi phạm.,,,2,Xe con quay đầu đè vạch nên vi phạm.,,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15078.png,7,,Xe con quay đầu đè vạch đường dành cho người đi bộ nên vi phạm.,,,
543,"Trong hình dưới, những xe nào vi phạm quy tắc giao thông?","Xe con (E), mô tô (C).","Xe tải (A), mô tô (D).","Xe khách (B), mô tô (C).","Xe khách (B), mô tô (D).",1,Xe mô tô C chạy vào làn dành riêng xe ô tô: Vi phạm; Xe con E chạy vào làn dành riêng xe máy: Vi phạm.,,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14846.png,7,,"Xe mô tô C chạy vào làn dành riêng xe ô tô nên vi phạm.
Xe con E chạy vào làn dành riêng xe mô tô nên vi phạm.",,,
544,"Để điều khiển cho xe đi thẳng, người lái xe phải làm gì là đúng quy tắc giao thông?",Nhường xe con rẽ trái trước.,Đi thẳng không nhường.,,,1,Người lái xe phải nhường đường xe con rẽ trái trước vì xe con rẽ trái đã vào nơi giao nhau trước (đã qua vạch).,W.205c,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14812.png,7,,"Người lái xe phải nhường đường xe con rẽ trái phía trước vì xe con đã vào giao lộ trước (đã qua vạch, xe bạn chưa qua vạch).",,,
545,Người lái xe điều khiển xe chạy theo hướng nào là đúng quy tắc giao thông?,Chỉ hướng 2.,Hướng 1 và 2.,Tất cả các hướng trừ hướng 3.,Tất cả các hướng trừ hướng 4.,2,"Hướng 4: Biển số P.123b ""Cấm rẽ phải""; Hướng 3: Biển số P.102 ""Cấm đi ngược chiều"";
Nên chỉ có thể đi theo hướng 1 và hướng 2 là câu trả lời đúng.",P.102;P.123b,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15152.png,7,,"Hướng 1: Quay đầu vị trí này là đúng quy tắc.
Hướng 2: Đi thẳng là đúng quy tắc.
Hướng 3: Có biển báo P.102 ""Cấm đi ngược chiều"", đi vào hướng 3 là sai quy tắc.
Hướng 4: Biển số P.123b ""Cấm rẽ phải"" nên không được đi.
Nên đáp án là chạy theo hướng 1 và 2 là đúng quy tắc giao thông.",,,
546,Xe nào phải nhường đường là đúng quy tắc giao thông?,Xe con (A).,Xe con (B).,,,2,"Xe con (A) đang đi trước và xi nhan trái nên được đi trước, xe con (B) xi nhan phải và đi sau nên phải nhường.",,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14847.png,7,,"Xe đi phía sau phải nhường đường cho xe phía trước. Xe con (A) đang đi trước và xi nhan trái nên được đi trước, xe con (B) xi nhan phải và đi sau nên phải nhường.",,,
547,Người lái xe điều khiển xe rẽ trái như thế nào là đúng quy tắc giao thông?,Rẽ trái ngay trước xe buýt.,Rẽ trái trước xe tải.,Nhường đường cho xe buýt và xe tải.,,3,"Xe tải đã vào nơi giao nhau trước nên được đi đầu tiên;
Tiếp theo xe buýt: Đi thẳng; Cuối cùng là xe của bạn: Rẽ phải.",,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14929.png,7,,"Xe tải đã vào nơi giao nhau trước nên được đi đầu tiên. Tiếp theo xe buýt do đi thẳng, xe của bạn rẽ trái đi sau cùng. Do vậy đáp án là bạn phải nhường đường cho xe buýt và xe tải.",,,
548,"Trong hình dưới, những xe nào vi phạm quy tắc giao thông?","Xe con (B), mô tô (C).","Xe con (A), mô tô (C).","Xe con (E), mô tô (D).",Tất cả các loại xe trên.,3,Nhìn vào bảng chỉ dẫn loại phương tiện theo làn đường: Xe con (E) đi trên làn dành riêng cho mô tô nên vi phạm; Xe mô tô (D) chạy trên làn dành riêng xe ô tô nên cũng vi phạm.,,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15126.png,7,,"Xét biển phân làn trên cần vươn, xe con (E) đi trên làn dành riêng cho mô tô nên vi phạm, xe mô tô (D) chạy trên làn dành riêng xe ô tô nên cũng vi phạm.",,,
549,Xe nào đi trước là đúng quy tắc giao thông?,Xe của bạn.,Xe tải.,,,2,"Trước mặt xe của bạn có Biển số W.208 ""Giao nhau với đường ưu tiên"" nên phải ưu tiên các xe đang đi trên đường ưu tiên. Xe tải được ưu tiên trong trường hợp này.",W.208,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15038.png,7,,"Trước mặt xe của bạn có Biển số W.208  ""Giao nhau với đường ưu tiên"" nên phải ưu tiên các xe đang đi trên đường ưu tiên. Bạn phải nhường đường cho xe tải trong trường hợp này.",,,
550,Người lái xe có thể quay đầu xe như thế nào là đúng quy tắc giao thông?,Quay đầu theo hướng A.,Quay đầu theo hướng B.,Cấm quay đầu.,,1,"Trước mặt người lái xe có Biển số P.123a ""Cấm rẽ trái"" không cấm quay đầu. Tuy nhiên, hướng B quay đầu đè vạch liền nên vi phạm. Do đó, chỉ có hướng A quay đầu xe là câu trả lời đúng.",V.1.2;P.123a,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14848.png,7,,"Trước mặt người lái xe có biển báo P.123a ""Cấm rẽ trái"", biển này không cấm quay đầu. Hướng A quay đầu ở giao lộ là đúng. Hướng B quay đầu đè vạch liền nên vi phạm.",,,
551,Thứ tự các xe đi như thế nào là đúng quy tắc giao thông?,"Xe con và xe tải, xe của bạn.","Xe của bạn, xe tải, xe con.","Xe của bạn và xe con, xe tải.","Xe của bạn, xe tải + xe con.",3,"Thứ tự ưu tiên: Xe ưu tiên - Đường ưu tiên - Bên phải trống - Rẽ phải - Đi thẳng - Rẽ trái,
Xe bạn đang trên đường ưu tiên nên được đi trước.
Xe con rẽ phải không giao nhau với xe bạn nên được đi đồng thời với xe ban.
Xe tải rẽ trái từ đường không ưu tiên phải nhường đi sau cùng.",W.207a,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15127.png,7,,"Thứ tự ưu tiên: Xe vào giao lộ trước; Xe ưu tiên; Đường ưu tiên; đường cùng cấp theo thứ tự bên phải trống, rẽ phải, đi thẳng, rẽ trái.
Xe của bạn đang trên đường ưu tiên nên được đi trước.
Xe con rẽ phải không giao nhau với xe bạn nên được đi đồng thời với xe bạn.
Xe tải rẽ trái từ đường không ưu tiên phải nhường đi sau cùng.",,,
552,"Khi muốn vượt xe tải, người lái xe phải làm gì là đúng quy tắc giao thông?",Tăng tốc cho xe chạy vượt qua.,"Bật tín hiệu báo hiệu bằng đèn hoặc còi, khi đủ điều kiện an toàn, tăng tốc cho xe chạy vượt qua.",Đánh lái sang làn bên trái và tăng tốc cho xe chạy vượt qua.,,2,Chú ý vạch kẻ đường ngăn cách với làn bên trái là vạch liền. Bạn phải bật tín hiệu báo hiệu cho đến khi xe tải phía trước giảm tốc độ và chuyển qua làn bên phải thì bạn mới có thể tăng tốc cho xe vượt qua.,,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14877.png,7,,"Các bước vượt xe an toàn: Bật tín hiệu báo hiệu xin vượt; quan sát đảm bảo đủ điều kiện an toàn; tăng tốc cho xe vượt qua.
CHÚ Ý: Khi vượt không được đè vạch nét liền.",,,
553,"Theo tín hiệu đèn, xe nào phải dừng lại là đúng quy tắc giao thông?","Xe khách, mô tô.","Xe tải, mô tô.","Xe con, xe tải.",,3,Xe con và xe tải đang ở trên làn đường có tín hiệu đèn đỏ nên phải dừng lại.,,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14930.png,7,,Trên làn đường của xe tải và xe con có tín hiệu đèn đỏ nên phải dừng lại là đúng quy tắc giao thông.,,,
